title,company,location,posted,url
Admin Officer ,UNHCR ,"Mogadishu, Somalia"," November 27, 2022",https://qaranjobs.com/job/admin-officer-mogadishu-somalia/
Field Security Officer ,UNHCR ,"Gaalkacyo, Somalia"," November 27, 2022",https://qaranjobs.com/job/field-security-officer-gaalkacyo-somalia-2/
Senior Shelter Cluster Coordination Officer ,UNHCR ,"Mogadishu, Somalia"," November 27, 2022",https://qaranjobs.com/job/senior-shelter-cluster-coordination-officer-mogadishu-somalia-4/
Field Security Officer ,UNHCR ,"Mogadishu, Somalia"," November 27, 2022",https://qaranjobs.com/job/field-security-officer-mogadishu-somalia-3/
Field Officer ,UNHCR ,"Kismaayo, Somalia"," November 27, 2022",https://qaranjobs.com/job/field-officer-kismaayo-somalia/
Durable Solutions Officer ,UNHCR ,"Mogadishu, Somalia"," November 27, 2022",https://qaranjobs.com/job/durable-solutions-officer-mogadishu-somalia-2/
CCCM Cluster Coordination Officer ,UNHCR ,"Mogadishu, Somalia"," November 27, 2022",https://qaranjobs.com/job/cccm-cluster-coordination-officer-mogadishu-somalia/
Associate Operational Data Management Officer ,UNHCR ,"Mogadishu, Somalia"," November 27, 2022",https://qaranjobs.com/job/associate-operational-data-management-officer-mogadishu-somalia/
Protection Officer ,UNHCR ,"Mogadishu, Somalia"," November 27, 2022",https://qaranjobs.com/job/protection-officer-mogadishu-somalia/
Assistant Government Liaison Officer ,UNHCR ,"Dhuusamareeb, Somalia"," November 27, 2022",https://qaranjobs.com/job/assistant-government-liaison-officer-dhuusamareeb-somalia/
Field Associate ,UNHCR ,"Dhuusamareeb, Somalia"," November 27, 2022",https://qaranjobs.com/job/field-associate-dhuusamareeb-somalia/
Community-Based Protection Officer ,UNHCR ,"Dadaab, Kenya"," November 27, 2022",https://qaranjobs.com/job/community-based-protection-officer-dadaab/
Protection Officer ,UNHCR ,"Dadaab, Kenya"," November 27, 2022",https://qaranjobs.com/job/protection-officer-dadaab/
Senior Protection Officer ,UNHCR ,"Dadaab, Kenya"," November 27, 2022",https://qaranjobs.com/job/senior-protection-officer-dadaab/
"Operation Analyst, FTA, P2 ",UNFPA ,"Mogadishu, Somalia"," November 26, 2022",https://qaranjobs.com/job/operation-analyst-fta-p2-mogadishu-somalia/
Village Savings and Loans Associations (VSLAs) Program Specialist (SC7) ,FAO ,"Kismayo, Somalia"," November 26, 2022",https://qaranjobs.com/job/village-savings-and-loans-associations-vslas-program-specialist-sc7-kismayo-somalia/
Village Savings and Loans Associations (VSLAs) Program Specialist (SC7) ,FAO ,"Baidoa, Somalia"," November 26, 2022",https://qaranjobs.com/job/village-savings-and-loans-associations-vslas-program-specialist-sc7-baidoa-somalia/
Food Security Analyst ,FAO ,"Mogadishu, Somalia"," November 26, 2022",https://qaranjobs.com/job/food-security-analyst-mogadishu-somalia/
LOOP Project Manager ,Centre For Peace And Democracy - (CPD) ,"Mogadishu, Somalia"," November 25, 2022",https://qaranjobs.com/job/loop-project-manager-mogadishu-somalia/
Support Serve Manager ,DRC ,"Jigjiga, Somali Regional State of Ethiopia"," November 25, 2022",https://qaranjobs.com/job/support-serve-manager-jigjiga-somali-regional-state-of-ethiopia/
Roster: ICLA Paralegals ,NRC ,"Garowe, Bossaso, Galkacyo"," November 25, 2022",https://qaranjobs.com/job/roster-icla-paralegals-garowe-bossaso-galkacyo-somalia/
Monitoring and Evaluation Assistant ,NRC ,"Kismayo, Jubbaland State of Somalia"," November 25, 2022",https://qaranjobs.com/job/monitoring-and-evaluation-assistant-kismayo-jubbaland-state-of-somalia/
Sales Officer ,Horn Cement Factory ,"Berbera, Somaliland"," November 25, 2022",https://qaranjobs.com/job/sales-officer-berbera-somaliland/
"Deliver life-saving WASH assistance to reduce acute needs among most vulnerable settlements and communities (including men, women, boys and girls) in a dignified manner, Burhakaba",GRRN ,Burhakaba," November 24, 2022",https://qaranjobs.com/?post_type=job_listing&p=30242
"Strategic HR Business Partner, NOB (Dolow, Hargeisa, Mogadishu, Garowe, Galkayo) ",WFP ,Somalia & Somaliland," November 24, 2022",https://qaranjobs.com/job/strategic-hr-business-partner-nob-dolow-hargeisa-mogadishu-garowe-galkayo-somalia-somaliland/
Operations Analyst ICS 9 (P2) ,UNFPA ,"Mogadishu, Somalia"," November 24, 2022",https://qaranjobs.com/job/operations-analyst-ics-9-p2-mogadishu-somalia/
Temporary Emergency Cash Assistant ,IRC ,"Baidoa, Somalia"," November 24, 2022",https://qaranjobs.com/job/temporary-emergency-cash-assistant-baidoa-somalia/
LIVESTOCK SPECIALIST ,ICRC ,"Guriceel, Somalia"," November 24, 2022",https://qaranjobs.com/job/livestock-specialist-guriceel-galmudug-somalia/
FINANCE & ADMINISTRATION MANAGER ,ICRC ,"Guriceel, Somalia"," November 24, 2022",https://qaranjobs.com/job/finance-administration-manager-guriceel-galmudug-somalia/
GENERALIST FIELD OFFICER ,ICRC ,"Abudwak, Somalia"," November 24, 2022",https://qaranjobs.com/job/generalist-field-officer-abudwak-galmudug-somalia/
HEAD OF OFFICE ,ICRC ,"Hargeisa, Somaliland"," November 24, 2022",https://qaranjobs.com/job/head-of-office-hargeisa-somaliland/
Logistics Officer ,YouthLink Somalia ,"Mogadishu, Somalia"," November 24, 2022",https://qaranjobs.com/job/logistics-officer-mogadishu-somalia-8/
Re-Advert: Deputy National Risk Management Advisor ,GIZ ,"Burco, Somaliland"," November 24, 2022",https://qaranjobs.com/job/re-advert-deputy-national-risk-management-advisor-burco-somaliland/
First Aid & Prehospital Emergency Care Field Officer ,ICRC ,"Baidoa, Somalia"," November 24, 2022",https://qaranjobs.com/job/first-aid-prehospital-emergency-care-field-officer-baidoa-somalia/
International consultant ,UNICEF ,"Mogadishu, Somalia"," November 24, 2022",https://qaranjobs.com/job/international-consultant-data-analysis-and-monitoring-mogadishu-somalia/
"Humanitarian Access, Safety and Security Manager (HASSM) ",IRC ,"Baidoa, Somalia"," November 24, 2022",https://qaranjobs.com/job/humanitarian-access-safety-and-security-manager-hassm-baidoa-somalia/
"HR Business Partner, NOB ",WFP ,Somalia & Somaliland," November 24, 2022",https://qaranjobs.com/job/hr-business-partner-nob-somalia-somaliland/
Programme Assistant SC5 ,WFP ,"Hargeisa, Somaliland"," November 24, 2022",https://qaranjobs.com/job/programme-assistant-sc5-hargeisa-somaliland/
Generalist Field Officer ,ICRC ,"Abudwak, Somalia"," November 23, 2022",https://qaranjobs.com/job/generalist-field-officer-abudwak-somalia/
Country Security Officer ,ACTED ,"Hargeisa, Somaliland"," November 23, 2022",https://qaranjobs.com/job/country-security-officer-hargeisa-somaliland/
Deputy National Risk Management Advisor ,GIZ ,Puntland State Of Somalia," November 23, 2022",https://qaranjobs.com/job/deputy-national-risk-management-advisor-puntland-state-of-somalia/
Deputy National Risk Management Advisor ,GIZ ,"Hargeisa, Somaliland"," November 23, 2022",https://qaranjobs.com/job/deputy-national-risk-management-advisor-hargeisa-somaliland/
Terms Of Reference For Inovation Climate Vulnerability And Capacity Analysis (ICVCA) ,CARE ,Somaliland," November 23, 2022",https://qaranjobs.com/job/terms-of-reference-for-inovation-climate-vulnerability-and-capacity-analysis-icvca-somaliland/
Technical Officer (Technician for BPS Cash Processing Machines) ,Central Bank Of Somalia ,"Mogadishu, Somalia"," November 23, 2022",https://qaranjobs.com/job/technical-officer-technician-for-bps-cash-processing-machines-mogadishu-somalia/
Senior Cash Operation Officer ,Shabelle Bank ,"Jigjiga, Somali Regional State of Ethiopia"," November 23, 2022",https://qaranjobs.com/job/senior-cash-operation-officer-jigjiga-somali-regional-state-of-ethiopia/
Chief Cashier ,Shabelle Bank ,"Jigjiga, Somali Regional State of Ethiopia"," November 23, 2022",https://qaranjobs.com/job/chief-cashier-jigjiga-somali-regional-state-of-ethiopia/
Terms of Reference (ToR) for Provision Of Legal Services For NRC In South Central Somalia,NRC ,Somalia," November 23, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-provision-of-legal-services-for-nrc-in-south-central-somalia/
Mid-Term Evaluation for the Education in Emergency Project in Galkacyo South District,Diakonie Katastrophenhilfe (DKH) ,"Galkacayo, Somalia"," November 23, 2022",https://qaranjobs.com/job/mid-term-evaluation-for-the-education-in-emergency-project-in-galkacyo-south-district/
Light Vehicle Driver ,ICRC ,"Hargeisa, Somaliland"," November 22, 2022",https://qaranjobs.com/job/light-vehicle-driver-hargeisa-somaliland/
Executive Director (ED) ,Somaliland Non-State Actors Forum (SONSAF) ,"Hargeisa, Somaliland"," November 22, 2022",https://qaranjobs.com/job/executive-director-ed-hargeisa-somaliland/
Subgrant Compliance Officer ,Mercy Corps ,"Mogadishu, Somalia"," November 22, 2022",https://qaranjobs.com/job/subgrant-compliance-officer-mogadishu-somalia/
Project Manager ,Nafis Network ,"Hargeisa, Somaliland"," November 22, 2022",https://qaranjobs.com/job/project-manager-hargeisa-somaliland-11/
Driver ,UNHCR ,"Hargeisa, Somaliland"," November 22, 2022",https://qaranjobs.com/job/driver-hargeisa-somaliland-10/
Senior Administrative Assistant ,UNHCR ,"Dollow, Somalia"," November 22, 2022",https://qaranjobs.com/job/senior-administrative-assistant-dollow-somalia/
"Trócaire Somalia, Final Evaluation for the ECHO Project",Trócaire ,Somalia," November 22, 2022",https://qaranjobs.com/job/trocaire-somalia-final-evaluation-for-the-echo-project/
End of Project Evaluation: Beiersdorf COVID-19 Response ,CARE ,"Afgoi and Mogadishu, Somalia"," November 22, 2022",https://qaranjobs.com/job/end-of-project-evaluation-beiersdorf-covid-19-response-afgoi-and-mogadishu-somalia/
Grants Management Officer (Country) ,DRC ,"Mogadishu, Somalia"," November 22, 2022",https://qaranjobs.com/job/grants-management-officer-country-mogadishu-somalia/
Program Implementation Director (PID) ,USAID Project Funded ,Mogadishu Somalia," November 21, 2022",https://qaranjobs.com/job/program-implementation-director-pid-mogadishu-somalia/
Finance Officer ,USAID Project Funded ,"Mogadishu, Somalia"," November 21, 2022",https://qaranjobs.com/job/finance-officer-mogadishu-somalia-17/
Procurement and Logistics Officer ,USAID Project Funded ,"Mogadishu, Somalia"," November 21, 2022",https://qaranjobs.com/job/procurement-and-logistics-officer-mogadishu-somalia-4/
Company Manager ,Scout International CO ,"Mogadishu, Somalia"," November 21, 2022",https://qaranjobs.com/job/company-manager-mogadishu-somalia/
Invitation To Bid For Consultancy for Service for conducting Joint Review of the Education Sector in Somaliland,Save the Children ,Somaliland," November 21, 2022",https://qaranjobs.com/job/invitation-to-bid-for-consultancy-for-service-for-conducting-joint-review-of-the-education-sector-in-somaliland/
Senior Health Officers (2 Positions) ,CARE ,"Kismayo, Somalia"," November 21, 2022",https://qaranjobs.com/job/senior-health-officers-2-positions-kismayo-somalia/
Senior Protection Officer ,OXFAM ,Anywhere," November 21, 2022",https://qaranjobs.com/job/senior-protection-officer-garowe-somalia-3/
Protection and Return Monitoring Network (PRMN) ,NRC ,Puntland State Of Somalia," November 21, 2022",https://qaranjobs.com/job/protection-and-return-monitoring-network-prmn-bari-karkaar-nugal-sanag-mudug-regions-somalia/
Accountability Assistant ,Save the Children ,"Garowe, Somalia"," November 21, 2022",https://qaranjobs.com/job/accountability-assistant-garowe-somalia/
ICT Coordinator ,NRC ,"Mogadishu, Somalia"," November 21, 2022",https://qaranjobs.com/job/ict-coordinator-mogadishu-somalia/
Emergency lifesaving of integrated health and nutrition services for drought affected populations in Tiyegolow district in Bakool region,GRRN ,"Bakool region, Somalia"," November 20, 2022",https://qaranjobs.com/job/emergency-lifesaving-of-integrated-health-and-nutrition-services-for-drought-affected-populations-in-tiyegolow-district-in-bakool-region/
Sales and Marketing Representatives (4 Persons) ,TRUST PVT LTD ,"Hargeisa, Somaliland"," November 20, 2022",https://qaranjobs.com/job/sales-and-marketing-representatives-4-persons-hargeisa-somaliland/
Field Coordinator ,International Solidarity Foundation (ISF) ,Puntland State Of Somalia," November 20, 2022",https://qaranjobs.com/job/field-coordinator-puntland-state-of-somalia/
Re-Advert: Cashier ,ACTED ,"Hargeisa, Somaliland"," November 20, 2022",https://qaranjobs.com/job/re-advert-cashier-hargeisa-somaliland/
Bridge Engineer ,CTG ,"Garowe, Somalia"," November 20, 2022",https://qaranjobs.com/job/bridge-engineer-garowe-somalia/
"Director, Operations Somalia Local Governance And Reconciliation Activity (LGRA) ",NATHAN ,Somalia," November 20, 2022",https://qaranjobs.com/job/director-operations-somalia-local-governance-and-reconciliation-activity-lgra-somalia/
jobs at UNDP in Somalia (3 Positions) ,UNDP Somalia ,Somalia," November 20, 2022",https://qaranjobs.com/?post_type=job_listing&p=23151
Jobs at UNSOS ,UNSOS | United Nations Support Office in Somalia ,Somalia," November 20, 2022",https://qaranjobs.com/?post_type=job_listing&p=23150
Jobs at ICRC Somalia (4 Positions) ,ICRC Somalia ,Somalia," November 20, 2022",https://qaranjobs.com/?post_type=job_listing&p=23149
Marketing Director ,Africa Graduate University -Somalia ,"Mogadishu, Somalia"," November 20, 2022",https://qaranjobs.com/job/marketing-director-mogadishu-somalia/
Terms Of Reference for End of Project Evaluation ,CARE ,Somalia," November 20, 2022",https://qaranjobs.com/job/terms-of-reference-for-end-of-project-evaluation-somalia/
Social Mobilization Supervisor (1 Vacancy) ,SBACO ,"Beletweyne, Somalia"," November 19, 2022",https://qaranjobs.com/job/social-mobilization-supervisor-1-vacancy-beledweyne-somalia/
Finance & Administration Manager ,ICRC ,"Guriceel, Somalia"," November 19, 2022",https://qaranjobs.com/job/finance-administration-manager-guriceel-somalia/
Livestock Specialist ,ICRC ,Galmudug State of Somalia," November 19, 2022",https://qaranjobs.com/job/livestock-specialist-galmudug-state-of-somalia/
Engineering Technician ,FAO ,"Mogadishu, Somalia"," November 19, 2022",https://qaranjobs.com/job/engineering-technician-mogadishu-somalia/
WASH Coordinator ,Peace Winds Japan (PWJ) ,"Dadaab, Garissa County, Kenya"," November 19, 2022",https://qaranjobs.com/job/wash-coordinator-dadaab-garissa-county-kenya/
Senior Programme Management Officer ,UNSOS ,"Mogadishu, Somalia"," November 19, 2022",https://qaranjobs.com/job/senior-programme-management-officer-mogadishu-somalia/
Engineer ,UNSOS ,"Mogadishu, Somalia"," November 19, 2022",https://qaranjobs.com/job/engineer-mogadishu-somalia-4/
"Contingent Owned Equipment Assistant -Mogadishu and Kismayo, Somalia",UNSOS ,"Mogadishu & Kismayo, Somalia"," November 19, 2022",https://qaranjobs.com/job/contingent-owned-equipment-assistant-mogadishu-and-kismayo-somalia/
Administrative Officer ,UNSOS ,"Beledweyne, Somalia"," November 19, 2022",https://qaranjobs.com/job/administrative-officer-beledweyne-somalia/
Risk Management Specialist ,UNDP ,"Mogadishu, Somalia"," November 19, 2022",https://qaranjobs.com/job/risk-management-specialist-mogadishu-somalia/
"Enterprise Development Assistant, Saameynta ",UNDP ,"Baidoa, Somalia"," November 19, 2022",https://qaranjobs.com/job/enterprise-development-assistant-saameynta-baidoa-somalia/
Agriculture Development Assistant ,UNDP ,"Baidoa, Somalia"," November 19, 2022",https://qaranjobs.com/job/agriculture-development-assistant-saameynta-baidoa-somalia/
Partnership Officer ,UNICEF ,Somalia," November 19, 2022",https://qaranjobs.com/job/partnership-officer-somalia-2/
PROTECTION INTERPRETER ,ICRC ,"Garowe, Somalia"," November 18, 2022",https://qaranjobs.com/job/protection-interpreter-garowe-somalia/
Water & Habitat Engineer ,ICRC ,Galkayo," November 18, 2022",https://qaranjobs.com/job/water-habitat-engineer-galkayo-somalia/
Supply Chain Manager ,DRC ,"Mogadishu, Somalia"," November 18, 2022",https://qaranjobs.com/job/supply-chain-manager-mogadishu-somalia-3/
Finance Manager BRCiS Somalia (national) ,NRC ,"Mogadishu, Somalia"," November 18, 2022",https://qaranjobs.com/job/finance-manager-brcis-somalia-national-mogadishu-somalia/
"Monitoring, Evaluation, Accountability And Learning Officer ",Polish Humanitarian Action (PAH) ,"Adado, Somalia"," November 17, 2022",https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-officer-adado-somalia/
Strengthen Technical and Operational Capacities of DANWADAAG Target CBOs ,CARE ,Puntland State Of Somalia," November 17, 2022",https://qaranjobs.com/job/strengthen-technical-and-operational-capacities-of-danwadaag-target-cbos-puntland-state-of-somalia/
Life Skills and Financial Literacy Trainer ,CTG ,"Baidoa, Somalia"," November 17, 2022",https://qaranjobs.com/job/life-skills-and-financial-literacy-trainer-baidoa-somalia/
Qualified Translator ,Medecins Sans Frontieres (MSF) ,Somaliland," November 17, 2022",https://qaranjobs.com/job/qualified-translator-somaliland/
National Health Programme Officer ,CTG ,"Baidoa, Somalia"," November 17, 2022",https://qaranjobs.com/job/national-health-programme-officer-baidoa-somalia/
Re-Advert: Warehouse Assistant ,IRC ,"Qabribayax, Somali Regional State of Ethiopia"," November 17, 2022",https://qaranjobs.com/job/re-advert-warehouse-assistant-kebrbeyah-somali-regional-state-of-ethiopia/
Terms Of Reference for Conducting Post Distribution Monitoring ,Candlelight ,Somaliland," November 17, 2022",https://qaranjobs.com/job/terms-of-reference-for-conducting-post-distribution-monitoring-somaliland-2/
Sharia Officer ,Dahabshil Bank International ,"Mogadishu, Somalia"," November 17, 2022",https://qaranjobs.com/job/sharia-officer-mogadishu-somalia/
Senior Risk Officer (3 Positions) ,Dahabshil Bank International ,Somalia & Somaliland," November 17, 2022",https://qaranjobs.com/job/senior-risk-officer-3-positions-somalia-somaliland/
Technical Advisor ,Somali Bar Association (SBA) ,"Mogadishu, Somalia"," November 17, 2022",https://qaranjobs.com/job/technical-advisor-mogadishu-somalia-2/
Re-Advert: WASH Manager ,ALIGHT ,"Kismayo, Somalia"," November 17, 2022",https://qaranjobs.com/job/re-advert-wash-manager-kismayo-somalia-2/
Jobs at Somali Red Crescent Society (SRCS) (9 Positions) ,Ururka Bisha Cas (SRCS) ,Somalia," November 16, 2022",https://qaranjobs.com/?post_type=job_listing&p=23082
Environment Specialist ,Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," November 16, 2022",https://qaranjobs.com/job/environment-specialist-mogadishu-somalia/
Insurance Operations Manager ,WADAAG Insurance ,"Hargeisa, Somaliland"," November 16, 2022",https://qaranjobs.com/job/insurance-operations-manager-hargeisa-somaliland/
CCCM Coordinator ,DRC ,"Mogadishu, Somalia"," November 16, 2022",https://qaranjobs.com/job/cccm-coordinator-mogadishu-somalia/
"Driver, G2 ",WFP ,"Mogadishu, Somalia"," November 16, 2022",https://qaranjobs.com/job/driver-g2-2-positions-mogadishu-somalia/
Project Officer ,World Vision International (WVI) ,"Eyl, Puntland State of Somalia"," November 16, 2022",https://qaranjobs.com/job/project-officer-cash-food-assistance-eyl-puntland-state-of-somalia/
OPD Nurse ,SRCS ,Elwak," November 16, 2022",https://qaranjobs.com/job/opd-nurse-elwak-ceel-waaq/
TSFP Nurse ,SRCS ,Bardhere," November 16, 2022",https://qaranjobs.com/job/tsfp-nurse-bardhere-2/
TSFP Nurse ,SRCS ,Afgoye," November 16, 2022",https://qaranjobs.com/job/tsfp-nurse-afgoye/
TSFP Auxiliary Nurse ,SRCS ,"Balcad, Somalia"," November 16, 2022",https://qaranjobs.com/job/tsfp-auxiliary-nurse-balcad-somalia/
Health Promoter ,SRCS ,"Marka, Somalia"," November 16, 2022",https://qaranjobs.com/job/health-promoter-marka-somalia-2/
MIDWIFE ,SRCS ,"Bardhere, Somalia"," November 16, 2022",https://qaranjobs.com/job/midwife-bardhere-somalia/
"Monitoring, Evaluation, Accountability and Learning (MEAL) Officer ",Trócaire ,"Gedo, Somalia"," November 16, 2022",https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-meal-officer-gedo-somalia/
Re-advert- Senior Program Officer ,CARE ,"Baidao, Somalia"," November 16, 2022",https://qaranjobs.com/job/re-advert-senior-program-officer-baidao-somalia/
Re-advert- Program Development Specialist ,CARE ,Somalia," November 16, 2022",https://qaranjobs.com/job/re-advert-program-development-specialist-garowe-somalia-2/
Terms Of Reference (ToR) For Prequalified Enumerators ,CARE ,Somaliland," November 16, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-prequalified-enumerators-somaliland/
"Chief Of Service, Service Delivery, D1 ",UNSOS ,"Mogadishu, Somalia"," November 16, 2022",https://qaranjobs.com/job/chief-of-service-service-delivery-d1-mogadishu-somalia/
Eastern Africa ,COOPI ,East Africa," November 16, 2022",https://qaranjobs.com/job/eastern-africa-regional-coordinator-2/
Project Manager ,Nafis Network ,Somaliland," November 16, 2022",https://qaranjobs.com/job/project-manager-takeda-somaliland/
DRIVE Focal Point- Somali Bureau of Standards (Individual Consultant) ,Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," November 16, 2022",https://qaranjobs.com/job/drive-focal-point-somali-bureau-of-standards-individual-consultant-mogadishu-somalia/
Terms of Reference (ToR) for Training project staff on ILO business development modules ,Islamic Relief ,Somaliland," November 16, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-training-project-staff-on-ilo-business-development-modules-somaliland/
Senior Logistics and Admin Officer ,Islamic Relief ,"Hargelle, Somali Regional State of Ethiopia"," November 16, 2022",https://qaranjobs.com/job/senior-logistics-and-admin-officer-hargelle-somali-regional-state/
Social Mobilizer (3 Vacancies) ,SBACO ,"Beledweyne, Somalia"," November 15, 2022",https://qaranjobs.com/job/social-mobilizer-3-vacancies-beledweyne-somalia/
"Psychosocial Support Supervisor- Beledweyne, Somalia",SBACO ,"Beledweyne, Somalia"," November 15, 2022",https://qaranjobs.com/?post_type=job_listing&p=22192
Assistant Storekeeper (8 Positions) ,WFP ,Somali Regional State Of Ethiopia," November 15, 2022",https://qaranjobs.com/job/assistant-storekeeper-8-positions-somali-regional-state-of-ethiopia/
Human Resource Manager ,Alla Aamin Pharmaceutical Import Company ,"Hargeisa, Somaliland"," November 15, 2022",https://qaranjobs.com/job/human-resource-manager-hargeisa-somaliland-5/
Terms Of Reference for electronic Midwifery Management System ,Somali Midwifery Association (SOMA) ,"Mogadishu, Somalia"," November 15, 2022",https://qaranjobs.com/job/terms-of-reference-for-electronic-midwifery-management-system-mogadishu-somalia/
Terms Of Reference for Consultancy Service for The Development of Operational Manuals for Somali Child Right Coalition ,Somali Child rights coalition (SCRC) ,Somalia," November 15, 2022",https://qaranjobs.com/job/terms-of-reference-for-consultancy-service-for-the-development-of-operational-manuals-for-somali-child-right-coalition-somalia/
Finance Coordinator ,Creative Associates International ,Mogadishu Somalia," November 15, 2022",https://qaranjobs.com/job/finance-coordinator-mogadishu-somalia-4/
Human Rights Consultant ,CTG ,"Mogadishu, Somalia"," November 15, 2022",https://qaranjobs.com/job/human-rights-consultant-mogadishu-somalia/
Gender ,CTG ,"Mogadishu, Somalia"," November 15, 2022",https://qaranjobs.com/job/gender-responsive-budgeting-expert-mogadishu-somalia/
Re-Advert: Project Architect SC9 ,WFP ,"Garowe, Somalia"," November 15, 2022",https://qaranjobs.com/job/re-advert-project-architect-sc9-garowe-somalia/
Invitation To Bid For Consultancy for End-line SOM Child Health Routine Immunization in Jubbaland and Galmudug states.,Save the Children ,Somalia," November 15, 2022",https://qaranjobs.com/job/invitation-to-bid-for-consultancy-for-end-line-som-child-health-routine-immunization-in-jubbaland-and-galmudug-states/
Re-Advert: Program Development Specialist ,CARE ,"Garowe, Somalia"," November 14, 2022",https://qaranjobs.com/job/re-advert-program-development-specialist-garowe-somalia/
Terms Of Reference for Endline Evaluation Of SOM_SCF_MFA_HUM_2022 In Somalia (Southern States),Save the Children ,Somalia," November 14, 2022",https://qaranjobs.com/job/terms-of-reference-for-endline-evaluation-of-som_scf_mfa_hum_2022-in-somalia-southern-states/
Terms Of Reference for Annual Survey Of Som Danida Single Grant Strengthened Protection And Resilience For Adolescent Girls In Jubbaland (SPRAJ) (Southern States),Save the Children ,Somalia," November 14, 2022",https://qaranjobs.com/job/terms-of-reference-for-annual-survey-of-som-danida-single-grant-strengthened-protection-and-resilience-for-adolescent-girls-in-jubbaland-spraj-southern-states/
Vice Principal ,Pharo Foundation ,"Sheikh, Somaliland"," November 13, 2022",https://qaranjobs.com/job/vice-principal-academics-sheikh-somaliland/
Terms Of Reference (TOR) for Individual Consultant (IC) ,Mercy Corps ,Somalia," November 13, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-individual-consultant-ic-gis-support-expert-somalia/
Business Manager ,Tekmaal LTD ,Somalia," November 13, 2022",https://qaranjobs.com/job/business-manager-somalia/
DRIVE Focal Point ,Federal Government of Somalia (FGS) ,Somalia," November 13, 2022",https://qaranjobs.com/job/drive-focal-point-ministry-of-livestock-forestry-and-range-individual-consultant/
Finance & HR Officer ,Halo Trust ,"Hargeisa, Somaliland"," November 12, 2022",https://qaranjobs.com/job/finance-hr-officer-hargeisa-somaliland/
Store man ,Halo Trust ,"Hargeisa, Somaliland"," November 12, 2022",https://qaranjobs.com/job/store-man-hargeisa-somaliland/
ICLA Paralegal ,NRC ,"Kismayo, Somalia"," November 12, 2022",https://qaranjobs.com/job/icla-paralegal-kismayo-somalia-2/
Airport Services Duty Supervisor ,Qatar Airways Group ,"Mogadishu, Somalia"," November 12, 2022",https://qaranjobs.com/job/airport-services-duty-supervisor-mogadishu-somalia/
Project Officer ,TAG Foundation ,"Galkacayo, Somalia"," November 12, 2022",https://qaranjobs.com/job/project-officer-galkacayo-somalia/
TapInAfrica ,Tap In Africa ,Somaliland," November 12, 2022",https://qaranjobs.com/job/tapinafrica-somaliland-talent-pool/
Jobs at UNICEF Somalia (3 Positions) ,UNICEF ,Somalia," November 12, 2022",https://qaranjobs.com/?post_type=job_listing&p=22945
WHO Jobs in Somalia (6 Positions) ,World Health Organization (WHO) ,Somalia," November 12, 2022",https://qaranjobs.com/?post_type=job_listing&p=22942
Protection Officer ,OXFAM ,"Garowe, Somalia"," November 12, 2022",https://qaranjobs.com/job/protection-officer-garowe-somalia-2/
Finance Assistant ,OXFAM ,"Hargeisa, Somaliland"," November 12, 2022",https://qaranjobs.com/job/finance-assistant-hargeisa-somaliland-8/
Funding Coordinator ,Oxfam ,"Hargeisa, Somaliland"," November 12, 2022",https://qaranjobs.com/job/funding-coordinator-hargeisa-somaliland-2/
Senior Protection Officer ,OXFAM ,"Garowe, Somalia"," November 12, 2022",https://qaranjobs.com/job/senior-protection-officer-garowe-somalia-2/
Supply Officer ,UNSOS ,"Mogadishu, Somalia"," November 12, 2022",https://qaranjobs.com/job/supply-officer-mogadishu-somalia-2/
TERMS OF REFERENCES FOR THE BASELINE SURVEY OF THE WAXBARASHADU WAA IFTIIN IV (EDUCATION IS LIGHT IV) PROJECT,CARE ,"Garowe, Somalia"," November 12, 2022",https://qaranjobs.com/job/terms-of-references-for-the-baseline-survey-of-the-waxbarashadu-waa-iftiin-iv-education-is-light-iv-project/
International Consultant for the development of Family Planning Guidelines and Human Rights Protocols for Somalia,Physicians Across Continents ,"Mogadishu, SOmalia"," November 12, 2022",https://qaranjobs.com/job/international-consultant-for-the-development-of-family-planning-guidelines-and-human-rights-protocols-for-somalia/
IT Operations Assistant (SCOPE) SC4 ,WFP ,"Baidoa, Somalia"," November 12, 2022",https://qaranjobs.com/job/it-operations-assistant-scope-sc4-baidoa-somalia-2/
"Emergency Officer, NOB, TA ",UNICEF ,"Baidoa, Somalia"," November 12, 2022",https://qaranjobs.com/job/emergency-officer-nob-ta-baidoa-somalia/
"Re-Advertisement: Planning, Monitoring & Evaluation Officer ",UNICEF ,"Mogadishu, Somalia"," November 12, 2022",https://qaranjobs.com/job/re-advertisement-planning-monitoring-evaluation-officer-mogadishu-somalia/
Logistics Site Manager ,ICRC ,"Hargeisa, Somaliland"," November 11, 2022",https://qaranjobs.com/job/logistics-site-manager-hargeisa-somaliland-2/
MECHANIC ,ICRC ,"Baidoa, Somalia"," November 11, 2022",https://qaranjobs.com/job/mechanic-baidoa-somalia/
