Qoraalka,Label,Qeybta
bahalyow xumee cawaankkaa,3,Negative-Xumaan
siilkii hooyadaa ayey wuxuba ku yaalaan,3,Negative-Xumaan
Doqonkan xanuusanaya,3,Negative-Xumaan
Nacaskii nacasyada tirsiga kowaad koobkooda qaadey,3,Negative-Xumaan
Doqonimo daawo maleh!,3,Negative-Xumaan
Afkaga ceelka ehe candhada danyerka u eeg xagu kuyalaa,3,Negative-Xumaan
Nio kaNi waa xoolo xoolo wata,3,Negative-Xumaan
Folxumadi nacasnimo kudasaday,3,Negative-Xumaan
ilkadhere,3,Negative-Xumaan
Caran hadad maqasho waa kan,3,Negative-Xumaan
Ku wastay h.a.w magaca noo dhig nijasaw,3,Negative-Xumaan
Cunugaan soo wecelkii maaha,3,Negative-Xumaan
Neefkaan haduu wax waliba maskaxdiisa ka keensan lahaa waxbay ahaan lahayd,3,Negative-Xumaan
Xanuun xanuun dhalay,3,Negative-Xumaan
weeye waa neef suurad bili-aadam leh,3,Negative-Xumaan
Kan xaaran bu dhashay wa garac,3,Negative-Xumaan
Habar awal ana ka dhashay hooyadood Ha wasan dhilayow umada ka dhamow,3,Negative-Xumaan
hooyada bajuunta ka wase wd na ceebaysay wlhi,3,Negative-Xumaan
Caaac rer cebays nacasbatahay,3,Negative-Xumaan
Uskag uskag dhalay baad tahay,3,Negative-Xumaan
doqonkan yar,3,Negative-Xumaan
Nin xanuusanya futad,3,Negative-Xumaan
Daacuun baa haya malaa,3,Negative-Xumaan
Afkaaga waxaa moodaa dhiilo 100 naag isku mreen oo kale,3,Negative-Xumaan
laxda ku dhasha wasee,3,Negative-Xumaan
Akhz nicle warkisa wa la yaqan jilicda,3,Negative-Xumaan
xoolonimadiisa,3,Negative-Xumaan
Badhaciye xayawaan ah,3,Negative-Xumaan
neef aan caqli lahayn kasii liidataa,3,Negative-Xumaan
Eey eey dhalay af weyn,3,Negative-Xumaan
Afkaaga yaaa ka masula sida futada xarku uga soobo,3,Negative-Xumaan
Khanis,3,Negative-Xumaan
Qofka afka wayn ee hadalka badan,3,Negative-Xumaan
sida xoolaha oo kle neeef iga Dheh,3,Negative-Xumaan
Kan foolxumuu ifka ku dhamaystay aakhirana naar,3,Negative-Xumaan
Huuro kasoo kakamyso,3,Negative-Xumaan
Orgacan yari wuu kibray horaa loo yidhi af nooli wuu hadlaa ayna wuu ciyaa,3,Negative-Xumaan
Isaga iyo eyga eygaa caqli badan,3,Negative-Xumaan
Damer iyo labadisa dhagod waye,3,Negative-Xumaan
Afkaagaa waynu xaguu ku yaal war waxan doqonta ah baa u daran,3,Negative-Xumaan
Jaahil waalan baa tahay oo Doqon ah,3,Negative-Xumaan
Hooyada xanuuunka ka was,3,Negative-Xumaan
Tag hooyad iyo habar awalab was qaniis yahaw,3,Negative-Xumaan
Ina dhilo siilki hooyada baa y kutaala,3,Negative-Xumaan
Af nool wuu hadla eeyna wuu.ciya daqaka wu ciyaa maraka iska ci,3,Negative-Xumaan
Qudhun nimadii ayaad isaaq kula soo noqoty,3,Negative-Xumaan
Nin waalan waar magaca burushka xaarka leh kadaa,3,Negative-Xumaan
Ninkaa yaan cidloo qaban waa xanuunsanyahay,3,Negative-Xumaan
Neef af balaadhan,3,Negative-Xumaan
Warya shuby iska amu,3,Negative-Xumaan
Naag naag dhalay,3,Negative-Xumaan
Afakaga futadi danyeeka,3,Negative-Xumaan
ay ay dhalay,3,Negative-Xumaan
Naaaac naaac doqon xaraan Cun ah doqonay,3,Negative-Xumaan
Nacaskan. Qabyaalada. Ku. Waashay,3,Negative-Xumaan
Siilkii hooyadaa baykutaal,3,Negative-Xumaan
Futo nolosha hadalaan waxtari,3,Negative-Xumaan
Markuu caqligu futada kaaga jiro waa iska sidaaa,3,Negative-Xumaan
Afkaga baliga dabda geela u eeg,3,Negative-Xumaan
MaanGaabnimo oo qof ah,3,Negative-Xumaan
bilaa caqliga ah nacas nacas dhalay,3,Negative-Xumaan
Doqon iska hadle badhaaciye ah,3,Negative-Xumaan
Caqiyaar ayaad tahay aafka huurada iska caday dameeraw,3,Negative-Xumaan
Ruuuxaan jaahila ka ah,3,Negative-Xumaan
daba dhilif,3,Negative-Xumaan
War nacasnimada umada kala fadhiiso xoolaha ka aqli badan adigee nacasow,3,Negative-Xumaan
Afkaaga bakharka xageebu ku yaala ee la moodo fatalad soo hungawday,3,Negative-Xumaan
Garacan hadalku sida xaarkuu u qabtaa malaa,3,Negative-Xumaan
Dhilo ayaa ku dhashay,3,Negative-Xumaan
Kani waa lax,3,Negative-Xumaan
Hooyada reer xamar was,3,Negative-Xumaan
Siilkii hooyadaa xagee ku taalaa,3,Negative-Xumaan
Futadaadu hagay ku taala ina dhilo,3,Negative-Xumaan
Doqonow Kala guurbad wada ma is tidh,3,Negative-Xumaan
Waxan afka uraya ee qadhmuun,3,Negative-Xumaan
Waa wax xununsanya,3,Negative-Xumaan
ska niqaleya qofaka yar oramad,3,Negative-Xumaan
qofkan waa la wasaa,3,Negative-Xumaan
Kan waa xoolo caadiya,3,Negative-Xumaan
af xume,3,Negative-Xumaan
Waasakh iskama meydhe,3,Negative-Xumaan
Af bali,3,Negative-Xumaan
Qofkan Afkiisa no Soo Uraya Yaa Naga Amusiya,3,Negative-Xumaan
Naag naag afka kalaqabo baroortaad kufiicantahay,3,Negative-Xumaan
Afka huurada leh dadka kala tag neefyahow,3,Negative-Xumaan
Dhuusa wayne adoo hanjabaya,3,Negative-Xumaan
Afka nool itaal baran baro,3,Negative-Xumaan
Afwyne madaa oog dhafi kra,3,Negative-Xumaan
Af qadhmuune,3,Negative-Xumaan
Xoolo diif dheer nuucadoo kale waan naqaanaa,3,Negative-Xumaan
Cilaaj lagaa soo daayey ina lagugu celiyo weeye,3,Negative-Xumaan
Laga roone,3,Negative-Xumaan
Waar naag naag dhaley ayaa tahaye bananka iskeen malaa siilbaa kaa jeexane,3,Negative-Xumaan
Dhakh dhakle,3,Negative-Xumaan
Khaniisnimadii lagu xidhay wali kamuna wan tobeen abaarso mac abaarso,3,Negative-Xumaan
Uf baanu ku leenahay,3,Negative-Xumaan
Doqon aan lahayn caqli ku filan,3,Negative-Xumaan
Futadada ilasho,3,Negative-Xumaan
Lax hadad mar noqoto waa sidaan camal,3,Negative-Xumaan
nacasaa Qofkan wuu dhimanyahay,3,Negative-Xumaan
Kani afkiisuu lugta iskaga xidhay,3,Negative-Xumaan
Ina dhilloy,3,Negative-Xumaan
Naag naag dhalay,3,Negative-Xumaan
waa doqon kaani afka weyn,3,Negative-Xumaan
Waxaani ilaa Waa xaarkii loâ€™ada oo indha iyo san leh,3,Negative-Xumaan
Kani waa nacas,3,Negative-Xumaan
Wxan fosta gobolada sida xun loosameeyay lamoodo,3,Negative-Xumaan
Baruur weynaaaa,3,Negative-Xumaan
cabtooy,3,Negative-Xumaan
Canradis shiikdhilay,3,Negative-Xumaan
Sheydaanow adi deynta laguugu leyahay iskabixi,3,Negative-Xumaan
Amiir gacan aan utaagay waali cad awoowe duduble awoowe habegidir awoowe caydiid awoowe cisaaq qabrigooda halmeel uu kuduuganyahay oo kuleeyahay,3,Negative-Xumaan
Gaal cadaanba guursateene guskeena geesa maa kuyaal.,3,Negative-Xumaan
Hawiye iyo gabooye waa ilma gorgaarte gabooye maxamed gorgaarte gabooye waa madhibaan waana curadkii ilma gorgaarte,3,Negative-Xumaan
Malayacniii,3,Negative-Xumaan
Adeer hawiye ceebtiisa maaha intooda badan waxaaba dhalay geedi shaamboo,3,Negative-Xumaan
Bilaa camaloow dadka is guursadey ka dhex baxa,3,Negative-Xumaan
Dahirow haisku dayin in aad difacdo midgan anaga hawiye ayaa nalayirahda magursano midganta waana laguba hadey xamar keento midgankaas,3,Negative-Xumaan
Child Abuse waaye Fiska,3,Negative-Xumaan
Murusade kibir jebshe kulahaa waa bilaa adeb farxiyo xamar uma diidi kartaan iyo guur keeda,3,Negative-Xumaan
Madhibaan waa Maxamed Gorgaati midgana maaha waana curadkeena,3,Negative-Xumaan
Waa lagu wasaa Idinkana anaa idinwasa,3,Negative-Xumaan
Ina baaf hoyada iyosuldaan iskamajiidhaba was inqabxo alacuqdadkugu jirta wayna dhiladi kudhashay was inabaaf agtada wale murugatala inabaaf,3,Negative-Xumaan
Adaa Ka doqon San daawanaya qof aanad raali Ka ahayn,3,Negative-Xumaan
Ada ka laxsan,3,Negative-Xumaan
Uf waxan dameerka yaanaga qabsado,3,Negative-Xumaan
Akhas caleeg waa waxaan dhaqan iyo xishood midna lahayn ilaahay noocaas oo kale wax ha naga darin subxaan allah,3,Negative-Xumaan
Nijaas weeye waxaan aad fiirsanaysaan Cimranow Hanaga Cayrinin Janalkaga ee Naga daa Waa u Dhamaatay Dadkii Soomaaliyaeed Imaanka Allaha Nagu Sugo,3,Negative-Xumaan
Waxan dhaqan xumah wa ceeeb san,3,Negative-Xumaan
Sheeydan shantaay ilaahey haku tuso xaqa biliaadamka,3,Negative-Xumaan
Kan sheeq ma aha waa sheytaan weyn,3,Negative-Xumaan
WA KU SHAQEYSTA JIISNIMADA,3,Negative-Xumaan
Sheeq duli,3,Negative-Xumaan
Shaydaanka shiiqa. Isku sheega maala delo,3,Negative-Xumaan
Bariiska miyaa meshan kaa galay,3,Negative-Xumaan
Shantaay xarana tahy qaniis waxid,3,Negative-Xumaan
Waxa ilaawaysa hooyada iyo abaha wuxu bilaa caqli weeye,3,Negative-Xumaan
Doqon dheh bal ma asagaa cadaabta haaya subxaanallah,3,Negative-Xumaan
Wuxu ayaan daranaa somalina wuu ceynayaa qofka wareysanayana mo somali ayaa layiraahdaa yaab,3,Negative-Xumaan
Waxaan u maleynayaa walahi in uu yahay wecel xaaran ku abuurmey kuna dhashey. Amase waa dameer yar o maskaxda wax uuga yar dhiman yihiiin,3,Negative-Xumaan
Waalida hido ayaad u ledihiin,3,Negative-Xumaan
Cilajka Halageyo,3,Negative-Xumaan
Eeyahan lafaha haloo tuuro,3,Negative-Xumaan
Kan si nafsiyan ah buu u waalan yhy lkn adiga macal ruuxdada jiran shitt,3,Negative-Xumaan
war labadaan fanka halaga qabto fattaaliintan,3,Negative-Xumaan
Yaahuu af bali ka bax meesha,3,Negative-Xumaan
akh akh akh wuxu codad xu xumaa,3,Negative-Xumaan
Tan wax shumineso iyo kan vidoe ka hatlaayo surka ha laga jaro. kucayaaro. Meeshi lagu arko hala tooreyo caasho urtooyaalkan.,3,Negative-Xumaan
Sowtii ijaarka tuugsaneysey ee garoobka ahayd,3,Negative-Xumaan
Gabadhani waxay samaynaysaa waa xad kabax sidani diiniyan iyo caqliyan midna maaha,3,Negative-Xumaan
Bahashan fuqa weyn has no respect,3,Negative-Xumaan
Waryaada doqontan carabka wayn way ka soo dartey Somaaliyeey qofkii dhaqan xumo lagu arko subscribe ha lagala noqdo,3,Negative-Xumaan
Cimraan waxa tiri waa foolxumo haddana adiga maxaa u faafiney oo noo tustay???,3,Negative-Xumaan
walaaloow adaa kaliita qoonkaan haleysan maxaad usoo gudbinee waa mucjiso iyo wax aan xishoonaynin oo iimaanka lagaqaaday,3,Negative-Xumaan
Lkn gabdhu wa ka so daraysaa ma gaalay noqon rabta wa ka shakiyee hadalba hadalku ka akhlaaq xunyahay adeegsanaysa,3,Negative-Xumaan
Waa jaahiliin labaduba waxan yaa umada ka qabta xishoodkii waa dhintay,3,Negative-Xumaan
Kowdii hore markaa arkey abeeso lugaaleey mooday cimraan adaa natusey Ogow taas hhhh,3,Negative-Xumaan
Adigu anshax xumda aha soo gubin waayo haddii aad rabto inaada waniso lamberkii kawaca,3,Negative-Xumaan
Akhas tani waywalatay,3,Negative-Xumaan
Adigu waxa xumanta fafinaya maxad uso qadanaysa od usi fafinaysa,3,Negative-Xumaan
Jarreer qooqday allena mataqaan cidkalena daa,3,Negative-Xumaan
shiiqo doofaar a tehey shaadiyo xaarka ku gedey,3,Negative-Xumaan
Sharmuuto shanty,3,Negative-Xumaan
Labada naasood kugu qabato,3,Negative-Xumaan
Shuubo shantaayo dadka kula jooga na tuusi car io masajidhka,3,Negative-Xumaan
Sheekh na ma tihide umada ha kalatag faasiq nimada ad bulshada kula dhex jirtid adaa u bahan in lagu wacdiye,3,Negative-Xumaan
War bastar ba tehe bax,3,Negative-Xumaan
Waa nin waalan Orodoo nimanka dadka qarxiya ka hadal doqonyohow,3,Negative-Xumaan
Shikh xumow,3,Negative-Xumaan
Sheeq sharmuud mxa ku tusay dadka,3,Negative-Xumaan
Nin waalan tahay shantaayoow,3,Negative-Xumaan
Sheekh sharmud aburista illahay ka lexo,3,Negative-Xumaan
Babajey lugubalaf,3,Negative-Xumaan
dirisle buumo wayne,3,Negative-Xumaan
Kkkk mid dayuuuus ah,3,Negative-Xumaan
naka aamus sheekh maahide dofaar yahaw yeeygaa,3,Negative-Xumaan
Dulli wayen shicarkii islamka ayu ceebeyey,3,Negative-Xumaan
yaxbul ilbuun,3,Negative-Xumaan
WAR KANI WAA SHAYDAAN ACUUDU,3,Negative-Xumaan
Masana sheekh ku tahay abuursita Allah wax haka sheegin qumay,3,Negative-Xumaan
Sheekh adiga khaniisiinta maxaa ka daawataa waal nidaada orod dadka afka kala bax khamiiskii waa ceebayseee,3,Negative-Xumaan
Darisle buuma weyne sheikha qosol leeyahy wlhi hhhh,3,Negative-Xumaan
Sheekh matihid ee fuyuus raadi,3,Negative-Xumaan
Wecel wecel dhalay,3,Negative-Xumaan
Sheekha waa ciyaalka xafaada khekh yerdaan,3,Negative-Xumaan
Shiiq shantaye dhelay,3,Negative-Xumaan
Yahuud yahow takfiirka eh,3,Negative-Xumaan
Siilka hooyada iyo dhiladi kudhashay gaalka eh,3,Negative-Xumaan
Shantaay sharmuut futadaada ureeso ka bixi masaajidka afkaaga urayana masaajidka kala bax qurunki ku dhalay was,3,Negative-Xumaan
Sharmuuto shantay Naga Aamus,3,Negative-Xumaan
Siilka hooyadaa soo fiiri qormuunka ka baxaayo soo urso ka dib reaction kasoo bixi,3,Negative-Xumaan
Buumawayne maxaa ka leedahy shaantaay,3,Negative-Xumaan
Shuuboo shantay dadka amaan sii,3,Negative-Xumaan
Caac dheh dhilo kugu curatee,3,Negative-Xumaan
Shantaayow Adaaba Shaafto Bajaajta Ku Raacee,3,Negative-Xumaan
Intee xasan sheeq doonayaan maa sheeqan naloo doorto soomaali edeb bay yerlan laheed,3,Negative-Xumaan
Ada sharaf laheen teda kle dadka caay malagu dahay mise nacalada tahay wase,3,Negative-Xumaan
War adaa daqan laheen nio,3,Negative-Xumaan
Shantayow adi marka naasle kashekey neso ama kacsataa,3,Negative-Xumaan
Shuubo shaantay ahaa,3,Negative-Xumaan
Shiikha waalan,3,Negative-Xumaan
Shiiq caaytamaayo pablo shantaay,3,Negative-Xumaan
Wan idin weydiiye ruuxan aad moodid canbe ladhuuqay oo latuuray ma walan yhy mise waba yabee,3,Negative-Xumaan
Shiiq shantaay waan ku wadanaa karbaash shiyaantiinta,3,Negative-Xumaan
Wr kani waa shaydan wlhi,3,Negative-Xumaan
idiris buuma weyne kkkkkkkkkkkkk sideed ku aragtay buumadiisa ma naag uu dharka u dhigtaad ahayd?,3,Negative-Xumaan
Ey fuul xun,3,Negative-Xumaan
Doo faar kaathay was,3,Negative-Xumaan
Shaydaan taay,3,Negative-Xumaan
kan shiiq maaha wlhi cay badanaa wasakhu,3,Negative-Xumaan
Shekh dhiley,3,Negative-Xumaan
Habar madaxwen,3,Negative-Xumaan
Shikh sharmuud beenaale abuurista alle ha caynine,3,Negative-Xumaan
Waad edeb darantahay wasaq baatahay shantaay,3,Negative-Xumaan
Jahil jahil dhalay xolo ah,3,Negative-Xumaan
ilahow waa shikh hada yeelo xaarka haigu dhago,3,Negative-Xumaan
Derisle buuma Wayne Yaxbul ilbuun Socdaal ey shimiye Magacyo khatar ah,3,Negative-Xumaan
Shiiqow daahir calasoow kaso hadal mujrim kle waye,3,Negative-Xumaan
Guuma weeyne Darisle Cabdi,3,Negative-Xumaan
Sheikh sharad galayo kana ugu horeyo,3,Negative-Xumaan
Sheeeq dhilay dadka kadhamow,3,Negative-Xumaan
Sarqaan geesdiir nin diin kujeejeeso waaye ninkaas alaha kaqabto baraha bulshada alaha kaqabto hudo Amun waa fitno taasna alaha nagaqabto,3,Negative-Xumaan
Waa walantahay mudulod haku qabsaden,3,Negative-Xumaan
Beenlow a kutageer san,3,Negative-Xumaan
Doqoniimada Ninkan Sheekha iska Dhigaya waxa ka daran Umada dhagaysanaysa ee wacdi uhaysata,3,Negative-Xumaan
Beenlow,3,Negative-Xumaan
Gus hakugu jabo,3,Negative-Xumaan
Adba na haleynooyo bee,3,Negative-Xumaan
Shiiq maad saan kutahay alle kudulee magac shiiq waad ceebaysay,3,Negative-Xumaan
Shuuba shantaaaay iiwad sheekada,3,Negative-Xumaan
Canradis shiikdhilay,3,Negative-Xumaan
SHIIKHOW BEENTA NAGADA MASAAJID MAJOGTIDE,3,Negative-Xumaan
Shantaay shamuurey,3,Negative-Xumaan
Sheydaanow adi deynta laguugu leyahay iskabixi,3,Negative-Xumaan
Wareerka waqtigaa keenay waqti waxaan joognaa shiiqnimada caanimo lagu raadinaayo,3,Negative-Xumaan
Shaydan shantaay horaaa kuu arkay in aad faaido laheen al shabaab yar aad tahay,3,Negative-Xumaan
Socdaal eey shumiye,3,Negative-Xumaan
Maad muna kastuuma iska dhiciso lol,3,Negative-Xumaan
Sheydan Ayuub,3,Negative-Xumaan
Adi naagaha qaawan xaa ku tusay duliyow,3,Negative-Xumaan
Dhilo zhantaay wlhy funyy baa tahay,3,Negative-Xumaan
Shantay sharmuuto car afaaraheyga soo gaal,3,Negative-Xumaan
Shantaay buuma weyne,3,Negative-Xumaan
Anaa ku waso,3,Negative-Xumaan
Waa dhilo,3,Negative-Xumaan
We kumacdahy kibirleyda tag dheh ixsan magishe,3,Negative-Xumaan
Bagaaa dhilada,3,Negative-Xumaan
Yes way kusantahay sharmuutada,3,Negative-Xumaan
Naagta cawad badanaa sheqeso dheh canada joogtaa kibarkeda ukeenay waxas,3,Negative-Xumaan
Shaydaan aa tahay qof wanaagsan ayaad iska dhigee se ninki wax garad ah ee warkaaga dhuuxa wuu ku fahmayaa.!!,3,Negative-Xumaan
Rufiyaanimadii oo qof ah Qof email kaaaga yaqaana ku the,3,Negative-Xumaan
dabo ku dhiigle Suu kuu caayni jiray inaa raali galisid maaha,3,Negative-Xumaan
Neef haaman ah baa tahy,3,Negative-Xumaan
Kibirka ha uso celiyo doqonta,3,Negative-Xumaan
rufiyaan dhilay ah,3,Negative-Xumaan
Kii xuma ka jabsadey kalabkaahaa,3,Negative-Xumaan
Nayaaa adeb yelo bastarsyahe iyaga iska ka jecel manta hush nayaaaa,3,Negative-Xumaan
Urkaaga intaa ka dareemoya maa is nadiifisid oo aad raga ka dhex baxdid duliyehy,3,Negative-Xumaan
wxy sidi fodlayda isku daba socotane billahi calek illhy ka xishoda oo anaga naga xishoda oo idinku iska xishoda war,3,Negative-Xumaan
please wax khayrleh dadka uga warama,3,Negative-Xumaan
Wllkey cumar karish kan danbo ha ka soo hadlin ka soo qaad cunug yar oo kugu kaadiye,3,Negative-Xumaan
ninka raga ahi waki wxksta o xun inta uu ego iska dhago marin jiray wxy san ad isku daba niqniqlaysani Alif,3,Negative-Xumaan
maxaa waaye Nin ku haya wuu guursadey wuu ku qasaaray saawaa Nin Rag waaye wuu guursanaa wuuna furaa Waa Heer lagaaray ader maxaa waaye,3,Negative-Xumaan
"Qanisyahow,yaxarka ah,baqtiyohow,oogajada ,ah",3,Negative-Xumaan
"Waxyahow,bisada ah,sharia alakaaqad",3,Negative-Xumaan
"Xayawan,Naga aamu",3,Negative-Xumaan
guurso see Ku tiri adiga nalaku gursanaya fartuun,3,Negative-Xumaan
Xoolo dheh Adigu fako marka waad oontaa,3,Negative-Xumaan
Maba ku aqoon hadaan ku maqlaa nacas yahow Adna hadaa dhimtay anaa ku farxay doqon dheh ilaahay kabaq horta,3,Negative-Xumaan
Astaqfiru laah ilaahay kabaqo,3,Negative-Xumaan
Shafka naga astur buu kuyidhiyo waad naga asturtay,3,Negative-Xumaan
Khaansiirka ayaa 20 jeer kaa jeclahay,3,Negative-Xumaan
wa la ogyahay meshi lamariye waxa iga dardaran ah darisle habo sidadi hore wax kudhama malahan,3,Negative-Xumaan
from Abakar Aboowe Alle dartii Iska daay aqirada ku baq please,3,Negative-Xumaan
CK qofkan haso jwb mardambe faraha kaqad plz,3,Negative-Xumaan
Wada dagaalka anaguna qiimayn baanu wad naaye,3,Negative-Xumaan
Olol horteda,3,Negative-Xumaan
Awash waku xayawn nimo,3,Negative-Xumaan
Qofkan la ma yaabayo waalid kiisa ba sidan ka dhigay,3,Negative-Xumaan
Aniga maantaan ku bartay qof dhiman oo wax si ka yihiin ayuuna iila egyahay,3,Negative-Xumaan
teeda kale ninkan qapiil caadiya kama dhalanba,3,Negative-Xumaan
Wlhi waxan xaqiiq saday inuu ku jiro aqliga ciyaalka Marka hore muslimbaa tahay ilahay kuma keenin inaad sii joogta ee waad ka tagi mar un,3,Negative-Xumaan
Qaramada midobay ulataga,3,Negative-Xumaan
Ay ay dhaly somlia wx ha ka sheegin anago reer somalilander ah aya ka gubnyne ilhy mu ikaa tuso wllhi inaan ndxa kuu aasi,3,Negative-Xumaan
Wankugu faana lph,3,Negative-Xumaan
Doqon aan cilmi lahayn,3,Negative-Xumaan
ana waa makhnuud makhnuud dhalay oo wlhi ah ishaydu naas iyo futo iyo kub naageed bay qabata kuna doogsataa ala maxaa makhnuud is qarinaya fashilmaya,3,Negative-Xumaan
"Magaca somali reeba landna qaata laanka haniga go,ee hhhhh",3,Negative-Xumaan
Haa waa runtaa wlhi aad baan ku jecelahay isku qlbi bibaan nahay,3,Negative-Xumaan
Walaashaa was gus dhuuq ku dhalay was afkaan uraayo naga jeedi,3,Negative-Xumaan
Lkn Markuu Somali wax kashegaya maxuu usocsocdaa,3,Negative-Xumaan
Suldaan iskama jiidhe From nin lawase,3,Negative-Xumaan
Nacas nucadokale Wala ga xisoda sabyaan uuf warya,3,Negative-Xumaan
"Iskugu tagoo su,asha uga jawaaba lax baad tihiine""",3,Negative-Xumaan
Ilma xaram,3,Negative-Xumaan
Kan Sidaaan u war badan waa hubaal in xaaskiisa xitaa loo waso waayo maantoo dhan siduu uqeylinaayo isagoo daalan oo tamar laheyn ayuu naagta agseexdaa,3,Negative-Xumaan
Kabiirka iyo saqiirka haku wasaaan wecelow,3,Negative-Xumaan
Hooyada was naclad yehee wajiga mooyaha leh,3,Negative-Xumaan
Susdaan iska jiidhoow shama boy ayaa kuwasa,3,Negative-Xumaan
Haha Qadaadwayn runta u sheegeee,3,Negative-Xumaan
Walaahi waan yaabay anoo ah s/lander hadana waxaad ku hadlayso waan ka yalalugooday sorry,3,Negative-Xumaan
xaawo taako .Shanta somali muqdisho kamamarna wlhi plhi qosol gariiraa igudhacay kan nolasha kucunilahaa lkn markaaba fiiriyay inay Boolal kafuranyihiin,3,Negative-Xumaan
My noloshiii suldanka,3,Negative-Xumaan
Hadii uu kugu jirilahaa damiir eleg 1mm wlhi halmar kumaad dhawaaqdeen ereyadaas foosha xun dhimashana kumaad caydeen qof ay dhibi kudhacday,3,Negative-Xumaan
Ilaahay kabaq nio madhaxyoow,3,Negative-Xumaan
"Kkkkkk dhiiga dhulka loshubay dadkii kadaatay waa soomali SYL, sayidka taaladiisa muqdisho igu imaw Axmed guray",3,Negative-Xumaan
Wax weYn ayaa ka qaLdan is deJi abti yaRe,3,Negative-Xumaan
MUQDISHO MALAHA HOOYADA IYO HAPLIHINIBAY WASTY AF WAYNOW,3,Negative-Xumaan
Kuma taageerno,3,Negative-Xumaan
Suldaan Islam judge hanolado,3,Negative-Xumaan
Libaax libaaxyada,3,Negative-Xumaan
"Ku dar magacyadooda looma ooyaan, dhako xun, heybtii garan waay iyo Faqash",3,Negative-Xumaan
"Hablaha somaliland ka fogaada dheh""",3,Negative-Xumaan
Waraya anaga reer Somali land ah ee waxad u bahantahy in ay dadkii Ku dhalay ciraash Ku geeystaanðŸ™„,3,Negative-Xumaan
Geesi suldaan ka,3,Negative-Xumaan
Suldaankayga,3,Negative-Xumaan
habar gidir ahay tagere u ahaa lkn waa doqon,3,Negative-Xumaan
Been Mahan Reer qadadweyn uf,3,Negative-Xumaan
uf uf,3,Negative-Xumaan
Mnsha allh keeb going,3,Negative-Xumaan
Doqon aan laga doqonsaneen iska hadale,3,Negative-Xumaan
Shanta soomaali manyi ku jirin,3,Negative-Xumaan
Muqdisho,3,Negative-Xumaan
Yaa kaa qadaad wayn,3,Negative-Xumaan
hore uso suldanka,3,Negative-Xumaan
Inaa ligu wasim,3,Negative-Xumaan
Samiixo halmar xitaa kaama so hdlin mxaa ugu dhagantahy gabdhas dhoocil baatahe war magaalka ka fariiiso Ama ninka raga Asaga iska dhici wx runta kuu shg,3,Negative-Xumaan
qawiil na dibnoo xusuusiyeen waa eeyo xamar boos agama banana usheeg taa na iga garsii donfarada,3,Negative-Xumaan
Hadal waa kii horay calacalka iska daay oday dhiila ku dhashe waa kala noqday subscribe iyo tagerihii mas nagu hoos jira aheed hada ciyaal xamar nahay,3,Negative-Xumaan
Lph Waan Kula Qabaa Mj Waa Mas Daaroodka Ayagaa Uxun Wlhi Aan Iska Ilaalino Hadaa Hawiye Nahay,3,Negative-Xumaan
@Jimcaale Waxar darood langab ah xamar ma dagano ciyaar xaar boy viva HG,3,Negative-Xumaan
Waxan ahay wiil hawiye waana ku wataa waxan rabaa inaa Daahir calisow ka xirto Youtube-kiisa,3,Negative-Xumaan
@Abdiqani Tube LYRICS damiirkoo ka dhintay kan iska dhaaf bro,3,Negative-Xumaan
War neefow nin kan war ha aamini anaa hortaa aminsana duli qabiileyste ah waye wasaqa maxu habar gidir uso qaday sababto ah anba,3,Negative-Xumaan
Futo calasow doqonyahow ninka wuu ku baryay ee ka fuq dhaadhanyahy,3,Negative-Xumaan
Cafis waye sharma boy lkn shiine culey iyo ayuub ku waas ku ad keey sxbna dahiirow afsomalia ayee inaana caysiyeen,3,Negative-Xumaan
War shiine culay iyo kaptan ayuub ku bedel ninkaan wa yar yahy iska cafi sxbow,3,Negative-Xumaan
Taliye waa kumahdsantahay sida wanaagsan aad ugu fasaxday dhoocishaan,3,Negative-Xumaan
Inan gumeed Jaanis helay,3,Negative-Xumaan
Hoyada iyo dhiladi ku dhzhy waz,3,Negative-Xumaan
Sharma boy iska dhaf wilka shuubo aya ku dhashay,3,Negative-Xumaan
Mayaa sidas ha sameynin anga ra igeyga waxa waye lcgta ku jirtoo isaga ma lahaan lcgtas wa nin dadka masakinta la siyaa wa inaa laga sa daqeyo masakinta,3,Negative-Xumaan
Nin wayn oo dhadhaaan ah aa tahy ninka idhahay iga raaaali nqo video so duuuuup mxa la dhahaa what the fuck,3,Negative-Xumaan
Lipax thy waxaa sugnaaba kabtan ayuub iyo shiine calaacalkooda bro legend daahir alasow,3,Negative-Xumaan
Dhilo calasow shuuba kudhashay,3,Negative-Xumaan
Allah xumidaa dahirow nasab ma tihid,3,Negative-Xumaan
Saasway bufii canasirta,3,Negative-Xumaan
War bahalkan bilaa aqlaqdaha 90 jirkan wilka guskisa leeg dobo ordayo aqaas ,3,Negative-Xumaan
Sharma is ka sii daa lkn ayuub iyo shiino ha iga deynin wayo meshey wllnimo garta ugali lahayeen bey qawiil ubadaleen qarankiini midobay beey qoloqlo usareen,3,Negative-Xumaan
Ina gumadkan dadka ka qabsada dahir neef,3,Negative-Xumaan
iska cafi dulufow,3,Negative-Xumaan
Rikaatada ka daa inanka yar xoolayahow,3,Negative-Xumaan
ma midgaan tahaY wiilka yar iska fasax odaygan maxaa ka siiya,3,Negative-Xumaan
